user_id,active_date_timestamp
0083fcde0fb490b4ec424c63d1d750378f6ad11154d1d4a1cd5388b0b7d16c72eacf606c4d90cbdee388d2a99f3ed24d126ee948ba7c37da0af1d254b8b069cf,2017-07-31 17:00:00.000000 UTC
e88fa53c774c82956a2aad60dcbdd260f05b157cf197da4148f67d9e0ea008bb823675a0bf9176973790d146d1240f74af511e54ec8ea05f294d48d4b95f8ab2,2017-07-09 23:15:00.000000 UTC
a149c6df861b2eff6f27491e024e37d2c3705aa5399c316c0cb9b8d414ae1cda25b22c3d3dc2d2e4ae79c05c4567446f3245aac0a65e8703aa4ec31bc505ec0e,2017-07-01 23:15:00.000000 UTC
ea9c7f865233f880e5f00abb728092901eeaf52c85a8c1dc97f117e85dd7dfadd30a8d2f6f61d627e780a22bec39d98a24ea56e022d3b6b8501b182a933c9ca7,2017-07-01 19:45:00.000000 UTC
f419fe5a1711d4b01b124b8e9f3bef383be12f31cfb043bab9f46cb0cf56af4422be1901473398f21248d26d263e58132d70fde31aec19236f2da48c52bd4610,2017-07-31 11:00:00.000000 UTC
d2e2551b3aeca409d73dc8ba0b05d74238d8c7c716e8e0fbdd1d6ddda8bd1990bed76e7220caeb027bcc7672d125b264664e1d06c530c48cee1c90b8010db76c,2017-07-01 23:45:00.000000 UTC
14315f2687c6c0382d182c751fe40fc66439c80338ed56d4d8016e895cfba76eaf6dd304e522d2effa071c45cc56187c0faf757058ba7cdcebe5c02188157289,2017-07-01 23:30:00.000000 UTC
81a604cff41feea3ba5b61d8ec2bbc2483f73fd18351d05112c6c404d6c6098c3346c7e3dc97498bc66ffb19a2fc1ac531f9f625865f9c7a7d3ec7cd3898cf79,2017-07-02 00:15:00.000000 UTC
e42c77c837c31b6a30823cdc6a3b0fe063861eb05d073fb3edfcd7cc60d11a53a1dd780c52aff39b9c0eb90ebe970351626706fd35166e891e0be3a1654e0d1a,2017-07-31 12:30:00.000000 UTC
67626fd19ea0296c57b1a5ddd9bcf19f0135c8f45da2c2e48efbd63c1667da7a71eee617fdbf810b81d92a74c21dc98f4338a4b5d4165b7809d1dcdcbf0cd042,2017-07-02 00:45:00.000000 UTC
8896af10a4eb11443de2996646e28c69acd22036414c3ba8e6768a5cfb18e1c4736c744678f4b1453dba05c5386f7c9adfe6ffb696df1fa97023e123e31e32f5,2017-07-02 04:00:00.000000 UTC
e7beacec1d49735023efa5f2dd34080f6eff23473d59441e21283b349390e26be4507450bf53d213dc685d381286619d69a6140d1ec87b1d7edc601cdd9a327f,2017-07-02 01:30:00.000000 UTC
41b6975ac1c3e34b8eaae02219a062e5c432d8b0228590bd6e341766d66006b094db7b5d16a3d4e36dc789feb2d07da0a0126eb56b3805333162d8a49ebe05c4,2017-07-01 02:30:00.000000 UTC
c9e7ce96e0488a46427beabe8786e3d09e5b19c337b23d363c6d2079f146c3ab216d419acd4d953ce31d9745504e429301c58b98d0a1604d369bb7b032b3ffee,2017-07-02 04:15:00.000000 UTC
ea9c7f865233f880e5f00abb728092901eeaf52c85a8c1dc97f117e85dd7dfadd30a8d2f6f61d627e780a22bec39d98a24ea56e022d3b6b8501b182a933c9ca7,2017-07-02 01:00:00.000000 UTC
e1bbba2a995184249ab389c98c21b809c1daabdeab710d838f0d7ec5291f9c4cc139ff213bab9533cd6844aeefbed0abca58249aecb378d84bbcdc59350fe8e1,2017-07-02 01:30:00.000000 UTC
0976dca001aec0b131b9f2d34d2ef4d0fde13ba00abb848298ad5b2d97b8cd13bdeb6b558414639869bd9d6d018b21439d36d7df5f4af3bec4f968b9b037b905,2017-07-31 08:00:00.000000 UTC
06f79ca21abf264c71d54bbc85ea74802099d681476d4d7aafb63426f8149dcb3eb677e5fc9394f1eca733a0a097196eac7a78c529598fb9f651206f1cd218b1,2017-07-01 23:45:00.000000 UTC
7c3d71cce1e7d945d5d1736ff35a8f3c05669d8106df27bfa2e904f3e37cae00f7e64ee1b0d1f1a82714669f81618bb355d51c6150af50fa155061b2594228bd,2017-07-30 17:00:00.000000 UTC
182738fe701aff980860adbe8c50444f6edfb7adcf06a9b6091a346d05e6b261f681c1c3a230e5ab50a2c5318d8e09179e9b60184890bafaf434dbb3a1d45110,2017-07-02 01:30:00.000000 UTC
4509324214e000940bb6a0dabefc6d4945d2855eea9323aa3b42731ab1cb842b77b257b38b6afb945eae1387758f300c6ad3375f80ef83404ac6a5ca346e7fba,2017-07-01 12:00:00.000000 UTC
6ff7aa44d967e3c78fdf5f01c75e072b84e3c1e3257b0d758606a90644d2a6c463f5a1689ae2f271b21136aa6cac5f3f72e18897406ec01f45825c5806193c70,2017-07-01 23:45:00.000000 UTC
b39911a1ab050d3e87534f69187fca5a7559dc62d12298253d8dfd71daf5bc6573d23e2b6130b8ec002ad6fae8610bb830bf86dfff1d1accd261f68e0e38c8c4,2017-07-30 23:00:00.000000 UTC
1061d157b2a98a1b1e7871639b836de5fb521101d08d736af9eaa6700648adb48fb8df7f97970cc6b2a7bd6da5840251530b3cccb10d81a56f3779ba7a1354ba,2017-07-08 00:45:00.000000 UTC
a41db5ac84fc6c2591f7fa7dbfb5180c1ff438160293e63dbcbab3b10a1a819d79a9b9c7b491fa79b6718cad33939b62455654b7b516ba7700f6542b58d2aeab,2017-08-01 09:30:00.000000 UTC
4027b7b9d535491bc9eb8deb02f8aedfe5ff99f9712882e40ba8f67e99f121091998577a23872b2601dcb0ff019b43434bc9314be9361f11d5184ee93575fbe4,2017-07-02 03:00:00.000000 UTC
4509324214e000940bb6a0dabefc6d4945d2855eea9323aa3b42731ab1cb842b77b257b38b6afb945eae1387758f300c6ad3375f80ef83404ac6a5ca346e7fba,2017-07-30 20:15:00.000000 UTC
e9f6491ee4553668440a51a01c34262aa3c56473bec76d4124d97f813a5c6dd1c08bd266f800baeef5224ce226dc37eb643d580e80a84b16a532d6e0330808df,2017-07-02 05:00:00.000000 UTC
6c89c8facede5678b7ac1050e6e19aba2730b47c7780989f90babd67fe24cd70634353b4948465b025348099a4511a7b21bd3e7d81b643a2a9208e35d55d7a3e,2017-07-01 02:15:00.000000 UTC
35057a271731c5b976bda25efe85aa0c1901d0a5fc9ba2b7068508375a4c43033b282303a439c95d4ef479c592268f31ac7eb0b3db8f3998aaa79e82458a1d71,2017-07-31 03:30:00.000000 UTC
3458069fe0594320e14bd166052c7ecf56b09f4e706737621ee977a43ead5664e83708d3ddb723517a85957602517eead6142d7b3920f8c042e426f76799a924,2017-07-30 19:30:00.000000 UTC
ac20100b400539328350cf9c207644eeddaa57cd524663a8b7ab57c73b50ffc4d599f43c39008de0a6a20c59ce85be2b84df0d8ebb80e865997ccae56e926171,2017-07-01 22:15:00.000000 UTC
d316c84be4b690f51ea89cdf1f92840b2a933f176b26c0b7badfddf5da36b3bc2790b32c70ae58866bccc863da487f38a8ea09e301a975ddc780597ffb95c6ba,2017-07-31 15:00:00.000000 UTC
bbf91e67201de7487dbeb23021a9a741e36d8d65175def3249a32791c5fbd75edb5462654390509a1b1e6b94060baab0aeb605fcb10090f570de0b32aa90ba97,2017-07-09 01:00:00.000000 UTC
0360bacb664a63ded2f4bcd88b084cfa54e9a438ea6aca3560e00b7d5271b3d4c879fefad01a0d1c720144170fd4166e6d672dc6e350d10bfa8da8814ad3a90d,2017-07-31 06:45:00.000000 UTC
a29bd1a1911d3e1c9d1493ded2b6ffc5bb87dd649440205c2a8d1df5f4af53653f30534dc85735fc279189f0a6ad37a6d2419ee863ffae4c8420de236f688c0f,2017-07-08 01:45:00.000000 UTC
fd2d4d150336dbc81f9b26fd2e2721b8652540d269298198e13101ab2abd0dbd35f721d1990d070d3ee37fc5d8ebbb623a7351454b54af74d6b3d011f12c495b,2017-07-31 20:15:00.000000 UTC
81a604cff41feea3ba5b61d8ec2bbc2483f73fd18351d05112c6c404d6c6098c3346c7e3dc97498bc66ffb19a2fc1ac531f9f625865f9c7a7d3ec7cd3898cf79,2017-07-08 00:15:00.000000 UTC
a4e7b77d5c841738f0aa3a2d0422a7d2815d9b3ab302feb8bd0d082cc04badb5e8cad06bb7aa3cf7fb43680d8ed2fba340fba583b1147a7133cca6d990ce0557,2017-07-08 12:15:00.000000 UTC
f316cf5faacc5003b612ce60c7c36fd3026297383cc5363a4de1fa0cedd3ae37b6e92f227a4b22fc983e2f5f1ce13b7a7ada55de93e44f448501a94ee7df79b3,2017-07-10 10:15:00.000000 UTC
2bcc0530f9df7b00fe6e4ebdc1203664123d7208c90e47f8a0d9b0ca5aafe40842a0f3ff405d8971f87fa942219610300763af34bbb78e5cffb89eb41558b4f4,2017-07-30 22:30:00.000000 UTC
fd6250e08d0bb1b9ba4685874a588d1446a8830ffc45f20ee41fe76b8a7853bbfadef261da459ed890bd6e4249e068e93b412c490fe1ce6ebd64b70cf618a0b9,2017-07-10 09:30:00.000000 UTC
c1219eaa234d3fc171937396186d8ef7ed06779339c885688ac9bf38c70d3291f201aa2bfa5011f2b14d93206c03bfaf53cd602900ec1093fc69ca71bd51d582,2017-07-27 05:45:00.000000 UTC
b4df572ad07112d99548875cbd778982a6a2918acec4119532c66938d6d6902107566232c86aabefc628ec8d87b18ac36e8ffcd20488f35ded85bc0cb14e6b81,2017-07-08 21:45:00.000000 UTC
9dc01bf146083f56d659b0e783aaa68d61971d562902fb49db540f6f1e4a74742645deb3ac6088d48370e65d91db86d925cbeaa1727b31cfcdc62c5ed56ab79f,2017-07-24 12:45:00.000000 UTC
eab2e03aa4079a472a76eed8937f465c6209088d87c232eb6b8acb9dc7d2c001769d8e39fff12ccc754ad13ff8b612a6b1941603efa4ccc500d4dbe4723fbd22,2017-07-24 23:15:00.000000 UTC
f316cf5faacc5003b612ce60c7c36fd3026297383cc5363a4de1fa0cedd3ae37b6e92f227a4b22fc983e2f5f1ce13b7a7ada55de93e44f448501a94ee7df79b3,2017-07-24 16:00:00.000000 UTC
a8078f80a679e11f94f21e3bc8e205025db5e17d1f204c177c60415fb20e9971a5b6352b2573a91ddac200b598a011997ed4f7a43a4280f9b927619d0a9a31c0,2017-07-27 11:45:00.000000 UTC
55af2e70fd4624a43fea70121974c54db44c8e7582ce3dd39b4bb431e168dc7d495f6b2972fa39df8c9cb02c03191dfae28570c05fbd3b2a747bbee28b809172,2017-07-26 17:30:00.000000 UTC
6fa0e4539c014c973a077335506313a86ca25d391b00099142978b10701f62f972d3817de4397f770d5bee069077e1d8f4f812dc5116530c38381abdbf3bd277,2017-07-24 07:45:00.000000 UTC
a6cdab0632a06bbf0774829cb024a905187b0c6be20115c5156ed3908c699ecc361de9c605806666828b41c954f1aa454e551b764c08448947af6026a71b9887,2017-07-26 13:45:00.000000 UTC
3cdbbd850dee58fd415cce1b7af4256839cd5e6523328cf5a89e616601775c6474c0dde9a028971d7d0780907f3d7d5655ae4199e5148e095392bc0f7932049f,2017-07-09 06:45:00.000000 UTC
914eb4743f4f0cf65d610de826157588fdc289fb8a533d1796858410cb8e4b12763483a29a8d0ec9a0a06e01434a2b6a3699ec94cad91459363caf4345ab39c0,2017-07-24 02:15:00.000000 UTC
591d85abb4783a2c718fcfab9e379e138f916c91d01473021ce072a614a579588ce7f18ed2f0f91b487adfb0c3406ab233e917b2ab9c06532e07948f3c971477,2017-07-27 08:30:00.000000 UTC
e6a8d59b08b735bf949c799157ae2cc11a0c99fe05e9044d6e52786f5803c01f7e0552a32c3dd2f161c8e950583398fc46d16d1be7ae48bca8aac7510e0ecd86,2017-07-27 05:30:00.000000 UTC
680ab36f04ff11ffbc868022c1c1b0090bf9608afd1f1cb257a832dd10a0d512f3147322cffc1b30435b168dd3e140b9885f6bcca9d17f2aeec8b1c577b9f3be,2017-07-27 17:30:00.000000 UTC
ab348dc13e306a79cd69bf16e590df4e160b4c098c0d9a0592cbb596225d6f786d492af1b920fad2783ba4fc5d2566d70ab58bb0c30796a0c07a66c4cbf1be84,2016-03-15 11:15:00.000000 UTC
f7a01f8ea2d85917f085ecadfb843a9749c241dc4f2c83172e7a9b98a159ea03a7f79a96bd55260aef050163e12fd4eb0093dcf6166ea1add9f976fb4d265342,2017-07-25 00:15:00.000000 UTC
ff27b6ba27a8301516d11c41574b1c1dcb529bf9d4e5a202b72b7db6bd5b1f903c43fd05890a1d7fa4f5dc68e575ff45a0cb83fba43b95d3e54fc98c79718a73,2017-07-27 15:30:00.000000 UTC
71cca115cbc6685075560e081d0785f2cf133466f2939a87dd4cbe0fcf2bae9cfeab67c03a5f2c6457a6bbb0d0fce09d69af6982fe023379726d64ec6def0218,2017-07-25 07:45:00.000000 UTC
b9365537031797f54f7e3c06ce06e3e22cf2bb223772cd512a8e9b9e7e23bb5545523e9a9ff1bdd317757a7f5939fb750b5ac9b26885a310d8ba1147674397e2,2017-07-25 00:15:00.000000 UTC
4cbdaecdc6f7264ad262b71ffc555e1c5f4e5483d7975d1cc5be827f372458461519ed32c0c2b81b75aacef857cf3639eb92bd8fdb43f12831315c47c34c90e3,2017-07-27 12:15:00.000000 UTC
9b7291d09194ffcd0bc0d27589b7e8a44ff1904f592c5cc10c6346ef734b98b4969e293efc221bea11211167963992b3ebc01f779d164c67c13af5f2239028a2,2017-07-08 05:15:00.000000 UTC
9abeb2156ab046473519dcb61bd8bfeac097b1206444d568ec9b4885369a36637d07d734254508e03e4c5faa25b563803652a95f223fd55d3c27ccd266fbcbda,2017-07-27 14:00:00.000000 UTC
e4c9b1777eb6819da4ec3e6c2cc59e672cfd16ec786c92bc452fc08a55b55eb00b5683f6fd8f85785fc00fdae019c1d94eeabe3075ae46e57af0b2c8ec694884,2017-07-26 18:00:00.000000 UTC
a6b15fdc3bb5e16577b259bd01d9106bd500b887612acb0403d5da7ebef53269812ccb934109b53f1bd9767d6e1937b3b47f780238ebe865d7676a604b1bd9b3,2017-07-08 02:45:00.000000 UTC
e4c9b1777eb6819da4ec3e6c2cc59e672cfd16ec786c92bc452fc08a55b55eb00b5683f6fd8f85785fc00fdae019c1d94eeabe3075ae46e57af0b2c8ec694884,2017-07-25 18:00:00.000000 UTC
67d91d01b3ae537bcc8d9a8dbea66bd361ef3caf0b739654305969b4e59820878ac9f5b7a98a785de445e2cb13ad060bc7e48cf366c7428e9ff8d84c954aeb54,2017-07-25 16:15:00.000000 UTC
1b7f598115ab9c8b919ebca2e517d92d9f717c3766e72a6f54af51d22f24b8855d050a96327f03d728bf02e2ae0923a7f3b3df70613b94bb0b38e66338fdbb58,2017-07-27 08:30:00.000000 UTC
c2b5d2c9d25be474a1378d6238dd5c34cec73a614288ff5a55293b1179426611602cdd91fb37b1a0dfe3efa867b665d9dc296aefdf81921d4149c30aef8f9ec4,2017-07-09 17:30:00.000000 UTC
68e19b1900a5a4e8193b45649935a261ceb26c8e01d1dcd08bbd9b78930fbcac1a323716936fb8baa6507d24e796aac4b9458cbf484d8a56499f7a8da3e03a74,2017-07-26 18:15:00.000000 UTC
81a604cff41feea3ba5b61d8ec2bbc2483f73fd18351d05112c6c404d6c6098c3346c7e3dc97498bc66ffb19a2fc1ac531f9f625865f9c7a7d3ec7cd3898cf79,2017-07-26 18:00:00.000000 UTC
